REGISTRO,CUESTIONARIO,GENERO,GRUPO DE EDAD,Acepta contestar la encuesta?, ¿En qué municipio vive?, ¿Que tan seguro considera es vivir en SU MUNICIPIO?,¿Qué tan seguro considera que es vivir en EL ESTADO?,¿Qué tan seguro considera que es vivir en EL PAIS?,Por lo que ha observado ¿considera que la inseguridad en los últimos TRES MESES en SU MUNICIPIO...?,Por lo que ha observado ¿considera que la inseguridad en los últimos TRES MESES en EL ESTADO...?,Por lo que ha observado ¿considera que la inseguridad en los últimos TRES MESES en EL PAIS...?,"En este momento, ¿Cuánta confianza le tiene a Tránsito de su Municipio?","En este momento, ¿Cuánta confianza le tiene a La Policía de su Municipio?","En este momento, ¿Cuánta confianza le tiene a La Fuerza Civil?","En este momento, ¿Cuánta confianza le tiene a La Policía Federal?","En este momento, ¿Cuánta confianza le tiene a El Ejército?","En este momento, ¿Cuánta confianza le tiene a La Marina?",¿En alguna ocasión los elementos de Tránsito de su Municipio le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de La Policía de su Municipio le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de La Fuerza Civil le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de La Policía Federal le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de El Ejército le han pedido a usted algún soborno?,¿En alguna ocasión los elementos de La Marina le han pedido a usted algún soborno?,¿Qué tan comprometido considera que está el ALCALDE ACTUAL DE SU MUNICIPIO en resolver el problema de inseguridad?,Por lo que usted sabe de las acciones de las autoridades ¿considera que  la inseguridad  EN LOS PRÓXIMOS TRES MESES en SU MUNICIPIO…,¿Qué tan comprometido considera que está el GOBERNADOR DEL ESTADO en resolver el problema de inseguridad en el Estado?,Por lo que usted sabe de las acciones de las autoridades ¿considera que  la inseguridad EN LOS PRÓXIMOS TRES MESES en EL ESTADO…,¿Qué tan comprometido considera que está el PRESIDENTE DE LA REPÚBLICA en resolver el problema de inseguridad en el País?,Por lo que usted sabe de las acciones de las autoridades ¿considera que  la inseguridad EN LOS PRÓXIMOS TRES MESES en EL PAIS…
1973,ASCENDENTE,Masculino,60 años o más,CONTINUAR ENTREVISTA,Escobedo,SEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
1974,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,POCO SEGURO,INSEGURO,SIGUE IGUAL?,HA BAJADO?,SIGUE IGUAL?,MUCHA CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
1976,ASCENDENTE,Masculino,60 años o más,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,POCO SEGURO,SEGURO,HA AUMENTADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,No contestó,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,No sabe,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
1977,ASCENDENTE,Femenino,60 años o más,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,INSEGURO,INSEGURO,HA BAJADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,No sabe,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
1978,ASCENDENTE,Masculino,30-39 años,CONTINUAR ENTREVISTA,Escobedo,SEGURO,SEGURO,POCO SEGURO,HA BAJADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?
1979,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,San Nicolás,SEGURO,POCO SEGURO,INSEGURO,HA BAJADO?,SIGUE IGUAL?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
1980,ASCENDENTE,Femenino,60 años o más,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,POCO SEGURO,INSEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NADA DE CONFIANZA,NO,NO,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A AUMENTAR?
1981,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Guadalupe,POCO SEGURO,POCO SEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A AUMENTAR?,NADA COMPROMETIDO,VA A AUMENTAR?,NADA COMPROMETIDO,VA A AUMENTAR?
1982,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Monterrey,INSEGURO,POCO SEGURO,INSEGURO,HA AUMENTADO?,HA AUMENTADO?,HA AUMENTADO?,ALGO DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,SI,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
1983,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Monterrey,INSEGURO,INSEGURO,INSEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
1984,ASCENDENTE,Masculino,40-49 años,CONTINUAR ENTREVISTA,San Pedro Garza García,POCO SEGURO,POCO SEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,SI,SI,NO,NO,NO,NO,,,,,,
1985,ASCENDENTE,Masculino,30-39 años,CONTINUAR ENTREVISTA,Apodaca,INSEGURO,INSEGURO,INSEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
1986,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,POCO SEGURO,INSEGURO,HA BAJADO?,HA AUMENTADO?,HA AUMENTADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,No sabe,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A AUMENTAR?
1987,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Escobedo,SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
1988,ASCENDENTE,Masculino,50-59 años,CONTINUAR ENTREVISTA,Monterrey,POCO SEGURO,INSEGURO,INSEGURO,HA AUMENTADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,Dice no conocer  las acciones,COMPROMETIDO,Dice no conocer las acciones,UN POCO COMPROMETIDO,Dice no conocer las acciones
1989,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,Monterrey,INSEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,No sabe,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A AUMENTAR?
1990,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A AUMENTAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
1991,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Escobedo,SEGURO,SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?
1992,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Monterrey,POCO SEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,HA BAJADO?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A AUMENTAR?
1993,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,García,SEGURO,INSEGURO,INSEGURO,HA BAJADO?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
1994,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,POCO SEGURO,POCO SEGURO,HA AUMENTADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
1995,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Escobedo,SEGURO,SEGURO,SEGURO,HA BAJADO?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
1996,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
1997,ASCENDENTE,Masculino,40-49 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,INSEGURO,INSEGURO,HA AUMENTADO?,SIGUE IGUAL?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A AUMENTAR?,COMPROMETIDO,VA A AUMENTAR?,COMPROMETIDO,VA A BAJAR?
1998,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,SI,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A AUMENTAR?
1999,ASCENDENTE,Masculino,60 años o más,CONTINUAR ENTREVISTA,San Pedro Garza García,POCO SEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
2000,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,SEGURO,SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?
2001,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Escobedo,SEGURO,POCO SEGURO,INSEGURO,SIGUE IGUAL?,HA BAJADO?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,SI,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A AUMENTAR?
2002,ASCENDENTE,Masculino,60 años o más,CONTINUAR ENTREVISTA,Escobedo,SEGURO,SEGURO,SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
2003,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Apodaca,SEGURO,SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA AUMENTADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A AUMENTAR?
2004,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Monterrey,SEGURO,POCO SEGURO,SEGURO,HA BAJADO?,SIGUE IGUAL?,HA BAJADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A BAJAR?
2005,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Monterrey,SEGURO,POCO SEGURO,POCO SEGURO,HA AUMENTADO?,HA AUMENTADO?,HA AUMENTADO?,NADA DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A AUMENTAR?,COMPROMETIDO,VA A AUMENTAR?,COMPROMETIDO,VA A AUMENTAR?
2006,ASCENDENTE,Masculino,40-49 años,CONTINUAR ENTREVISTA,Escobedo,SEGURO,INSEGURO,INSEGURO,HA BAJADO?,HA BAJADO?,HA AUMENTADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,No sabe,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,SI,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A AUMENTAR?,NADA COMPROMETIDO,VA A AUMENTAR?
2007,ASCENDENTE,Femenino,40-49 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,HA AUMENTADO?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
2008,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,INSEGURO,No sabe,HA BAJADO?,HA BAJADO?,No sabe,ALGO DE CONFIANZA,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
2009,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,No sabe,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
2010,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
2011,ASCENDENTE,Femenino,50-59 años,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,INSEGURO,INSEGURO,HA BAJADO?,SIGUE IGUAL?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
2012,ASCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Santa Catarina,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A BAJAR?
2013,ASCENDENTE,Masculino,50-59 años,CONTINUAR ENTREVISTA,San Pedro Garza García,SEGURO,INSEGURO,INSEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,No contestó,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A BAJAR?
2014,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,INSEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,SI,SI,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
2015,ASCENDENTE,Femenino,30-39 años,CONTINUAR ENTREVISTA,Escobedo,POCO SEGURO,POCO SEGURO,POCO SEGURO,SIGUE IGUAL?,SIGUE IGUAL?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A SEGUIR IGUAL?
2016,ASCENDENTE,Masculino,40-49 años,CONTINUAR ENTREVISTA,Guadalupe,POCO SEGURO,POCO SEGURO,INSEGURO,HA BAJADO?,HA BAJADO?,SIGUE IGUAL?,NADA DE CONFIANZA,NADA DE CONFIANZA,ALGO DE CONFIANZA,NADA DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,SI,SI,NO,NO,NO,NO,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
2017,ASCENDENTE,Masculino,18-29 años,CONTINUAR ENTREVISTA,Guadalupe,POCO SEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,SIGUE IGUAL?,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?,UN POCO COMPROMETIDO,VA A BAJAR?
2018,ASCENDENTE,Masculino,60 años o más,CONTINUAR ENTREVISTA,Juárez,INSEGURO,POCO SEGURO,POCO SEGURO,HA BAJADO?,HA BAJADO?,HA BAJADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,MUCHA CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,COMPROMETIDO,VA A BAJAR?,COMPROMETIDO,VA A BAJAR?
2019,DESCENDENTE,Femenino,18-29 años,CONTINUAR ENTREVISTA,Juárez,POCO SEGURO,POCO SEGURO,INSEGURO,HA BAJADO?,SIGUE IGUAL?,HA BAJADO?,NADA DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,MUCHA CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?
2020,DESCENDENTE,Masculino,30-39 años,CONTINUAR ENTREVISTA,Juárez,POCO SEGURO,POCO SEGURO,POCO SEGURO,No sabe,HA AUMENTADO?,HA AUMENTADO?,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,ALGO DE CONFIANZA,NO,NO,NO,NO,NO,NO,COMPROMETIDO,VA A SEGUIR IGUAL?,UN POCO COMPROMETIDO,VA A SEGUIR IGUAL?,NADA COMPROMETIDO,VA A SEGUIR IGUAL?
